train_id,rr_mean_imputed,rr_mean_imputed_unc,rr_std_imputed,rr_std_imputed_unc,rr_imputed_at,rr_model_version
19955,34.062718989227754,28.758702405672228,18.542318095894863,10.623427322187192,2025-12-20T11:02:26.144385Z,rr_imputer_v1
28317,29.344432967588627,29.46455756579904,17.934084257257638,12.028930057984564,2025-12-20T11:02:26.144385Z,rr_imputer_v1
14065,25.64609763897352,22.576180390815956,17.51647826196945,9.96085871307444,2025-12-20T11:02:26.144385Z,rr_imputer_v1
25224,31.4557742545609,26.918367381682327,21.08190793449813,11.677793542984436,2025-12-20T11:02:26.144385Z,rr_imputer_v1
18727,27.883035850955608,26.65528723117093,20.373953248426382,11.49374176421499,2025-12-20T11:02:26.144385Z,rr_imputer_v1
29054,24.326469338185586,23.461047227958005,21.651263878528262,13.204131846316553,2025-12-20T11:02:26.144385Z,rr_imputer_v1
15988,20.038793272951466,14.546663394471402,15.916692659067516,10.06837413854806,2025-12-20T11:02:26.144385Z,rr_imputer_v1
26811,50.13483960926706,59.304786380100396,30.59451061191731,30.622075465276687,2025-12-20T11:02:26.144385Z,rr_imputer_v1
15390,33.10972582039162,23.46467739828846,25.84728784578478,22.574794367682724,2025-12-20T11:02:26.144385Z,rr_imputer_v1
24507,26.832682003846017,23.282748464915773,18.795822253451185,9.0256836951139,2025-12-20T11:02:26.144385Z,rr_imputer_v1
29012,33.02995461722824,17.03325498417791,19.03371456380225,11.123054313083607,2025-12-20T11:02:26.144385Z,rr_imputer_v1
21679,54.01476407743138,43.34342126418834,31.636398229734564,22.05934299826372,2025-12-20T11:02:26.144385Z,rr_imputer_v1
13870,76.36860619070285,67.14965827516058,32.43007213341857,22.57056969257022,2025-12-20T11:02:26.144385Z,rr_imputer_v1
26940,19.941881877764562,15.727505735197898,15.44922263168461,9.887781512316472,2025-12-20T11:02:26.144385Z,rr_imputer_v1
25701,52.09219248558113,52.95570410761058,20.279759230929567,14.025562628325291,2025-12-20T11:02:26.144385Z,rr_imputer_v1
13530,39.59047363193934,40.99404180045103,26.85648814036542,29.927380999820667,2025-12-20T11:02:26.144385Z,rr_imputer_v1
20241,18.175366897066173,20.17357210228908,13.40856883359794,9.981165737954674,2025-12-20T11:02:26.144385Z,rr_imputer_v1
24253,44.529189866446586,40.63385100998788,23.187576809582325,21.46177189336065,2025-12-20T11:02:26.144385Z,rr_imputer_v1
23313,27.027223501048482,26.640140993265017,18.473363481460396,10.341196960650818,2025-12-20T11:02:26.144385Z,rr_imputer_v1
20366,42.11888167886883,27.661699599066324,30.25390751871586,36.25734598837684,2025-12-20T11:02:26.144385Z,rr_imputer_v1
18680,26.050757415277886,28.001190638816333,16.082931503891647,11.73520020216892,2025-12-20T11:02:26.144385Z,rr_imputer_v1
27398,24.067142464418822,23.777549839530323,17.267226012197465,10.484067361619516,2025-12-20T11:02:26.144385Z,rr_imputer_v1
25908,23.920738758004035,25.633777927972528,15.562789480177686,9.465017711878987,2025-12-20T11:02:26.144385Z,rr_imputer_v1
27288,19.19472404990342,19.805569148802075,14.444044500749808,9.444333597530084,2025-12-20T11:02:26.144385Z,rr_imputer_v1
20324,47.17576334618814,41.730400663125025,24.843245300329396,19.451124807744495,2025-12-20T11:02:26.144385Z,rr_imputer_v1
29429,45.98977434894439,40.80963508400548,20.65668856972172,12.311738861450145,2025-12-20T11:02:26.144385Z,rr_imputer_v1
24040,23.653812031555443,24.54362488744467,18.442255634355607,11.088748744225972,2025-12-20T11:02:26.144385Z,rr_imputer_v1
16192,29.938171621088046,26.761303537914742,19.9642770869622,11.925643917203262,2025-12-20T11:02:26.144385Z,rr_imputer_v1
27436,29.48342800317689,20.37533555460046,17.605385438932995,11.510234032995195,2025-12-20T11:02:26.144385Z,rr_imputer_v1
14930,30.03327928951076,18.034354190759124,19.74176255469269,10.149496929958133,2025-12-20T11:02:26.144385Z,rr_imputer_v1
19118,60.240463070117045,61.562100344283,26.526246790655303,18.915891473909674,2025-12-20T11:02:26.144385Z,rr_imputer_v1
20768,31.752919565234066,37.367660513620706,19.873262059682748,18.88458795504694,2025-12-20T11:02:26.144385Z,rr_imputer_v1
26585,12.137649935459404,12.1331952043802,10.194169566505497,6.210518995777204,2025-12-20T11:02:26.144385Z,rr_imputer_v1
17428,25.506901463634325,15.327842145070711,18.406499097931988,9.305009740775008,2025-12-20T11:02:26.144385Z,rr_imputer_v1
27093,40.153247838239466,38.580151001293146,22.077425218954918,12.738250354919211,2025-12-20T11:02:26.144385Z,rr_imputer_v1
15983,20.18184785376322,22.510291065334616,15.135896531310195,9.691259839903822,2025-12-20T11:02:26.144385Z,rr_imputer_v1
27034,42.20831575076392,40.02049974980275,23.799433830741837,20.496541656926645,2025-12-20T11:02:26.144385Z,rr_imputer_v1
26459,24.206649873067814,20.93178062049764,13.67090928998322,8.902999655428266,2025-12-20T11:02:26.144385Z,rr_imputer_v1
17362,31.2242600096831,32.877498050829104,22.71748186045054,21.64089903487232,2025-12-20T11:02:26.144385Z,rr_imputer_v1
25842,32.46260692484199,28.980767366683253,18.021542654226458,9.78342708310244,2025-12-20T11:02:26.144385Z,rr_imputer_v1
23848,49.51560825487764,36.450166034003864,31.628232853928854,30.59233288066927,2025-12-20T11:02:26.144385Z,rr_imputer_v1
18730,41.299463676065926,38.23804140483267,20.898247009169133,11.124917810897626,2025-12-20T11:02:26.144385Z,rr_imputer_v1
15254,38.493995751419476,41.15910799333601,23.583578627507613,20.065122961166747,2025-12-20T11:02:26.144385Z,rr_imputer_v1
25792,65.57341995787765,51.741485644219985,43.309881991270515,40.70940585037587,2025-12-20T11:02:26.144385Z,rr_imputer_v1
28203,51.280704636930125,45.23274619127964,38.094216046044274,39.208278424858854,2025-12-20T11:02:26.144385Z,rr_imputer_v1
